session,created,modified,ended,expired,prpid,topic,group,plotx_01,plotx_02,plotx_03,plotx_04,plotx_05,plotx_06,plotx_07,plotx_08,plotx_09,plotx_10,plotx_11,plotx_12,plotx_13,plotx_14,plotx_15,plotx_16,plotx_17,plotx_18,plotx_19,plotx_20,itemo,conse,diffi_01,sensi_01,acccl_01,accu3_01,accov_01,infor_01,value_01,diffi_02,sensi_02,acccl_02,accu3_02,accov_02,infor_02,value_02,diffi_03,sensi_03,acccl_03,accu3_03,accov_03,infor_03,value_03,diffi_04,sensi_04,acccl_04,accu3_04,accov_04,infor_04,value_04,diffi_05,sensi_05,acccl_05,accu3_05,accov_05,infor_05,value_05,diffi_06,sensi_06,acccl_06,accu3_06,accov_06,infor_06,value_06,diffi_07,sensi_07,acccl_07,accu3_07,accov_07,infor_07,value_07,diffi_08,sensi_08,acccl_08,accu3_08,accov_08,infor_08,value_08,diffi_09,sensi_09,acccl_09,accu3_09,accov_09,infor_09,value_09,diffi_10,sensi_10,acccl_10,accu3_10,accov_10,infor_10,value_10,attention_check,diffi_11,sensi_11,acccl_11,accu3_11,accov_11,infor_11,value_11,diffi_12,sensi_12,acccl_12,accu3_12,accov_12,infor_12,value_12,diffi_13,sensi_13,acccl_13,accu3_13,accov_13,infor_13,value_13,diffi_14,sensi_14,acccl_14,accu3_14,accov_14,infor_14,value_14,diffi_15,sensi_15,acccl_15,accu3_15,accov_15,infor_15,value_15,diffi_16,sensi_16,acccl_16,accu3_16,accov_16,infor_16,value_16,diffi_17,sensi_17,acccl_17,accu3_17,accov_17,infor_17,value_17,diffi_18,sensi_18,acccl_18,accu3_18,accov_18,infor_18,value_18,diffi_19,sensi_19,acccl_19,accu3_19,accov_19,infor_19,value_19,diffi_20,sensi_20,acccl_20,accu3_20,accov_20,infor_20,value_20,check_01,check_02,umean_1x,umean_2x,umean_1y,umean_2y,uvary_2x,uvary_2y,uxaxs_1x,uyaxs_1x,uxaxs_1y,uyaxs_1y,mcstu,mcsto,mcsub,texpe,diffi,infor,value,check
EMSq7B_91TGHyR8uxltPu4FVCq2g1qhbSt1E_qsbVP5oMG0cCWgWOiwLa5ip2xmi,2023-11-10T17:30:52Z,2023-11-10T17:32:08Z,NA,NA,5a86e1a4eea3d300016e7981,experiment_simulation_vs_lab,eg_signaling_overlap,halfeye_yaxis_-0.8,halfeye_xaxis_-0.35,halfeye_xaxis_-0.65,halfeye_xaxis_-0.8,halfeye_yaxis_0.2,halfeye_xaxis_-0.5,halfeye_xaxis_0.35,halfeye_yaxis_0.65,halfeye_xaxis_0.2,halfeye_xaxis_0.5,halfeye_yaxis_-0.65,halfeye_xaxis_-0.2,halfeye_yaxis_0.5,halfeye_yaxis_-0.5,halfeye_yaxis_-0.2,halfeye_xaxis_0.65,halfeye_yaxis_-0.35,halfeye_yaxis_0.35,halfeye_xaxis_0.8,halfeye_yaxis_0.8,accuracy_sensitivity,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EVCG9eRH4D1Px5U7u35u9CcWe8WR9MBo1pFQslh99T6ncfv4MExHwK3FYk9NG5gc,2023-11-09T14:15:22Z,2023-11-09T14:49:18Z,2023-11-09T14:49:18Z,NA,56a757a95ad8d9000c970c76,lesson_live_vs_video,cg,halfeye_yaxis_0.5,halfeye_xaxis_0.5,halfeye_yaxis_-0.8,halfeye_xaxis_-0.5,halfeye_xaxis_0.2,halfeye_yaxis_0.8,halfeye_xaxis_-0.65,halfeye_xaxis_-0.8,halfeye_xaxis_0.8,halfeye_xaxis_-0.35,halfeye_xaxis_0.35,halfeye_yaxis_-0.35,halfeye_yaxis_0.2,halfeye_xaxis_0.65,halfeye_yaxis_-0.65,halfeye_xaxis_-0.2,halfeye_yaxis_-0.2,halfeye_yaxis_-0.5,halfeye_yaxis_0.65,halfeye_yaxis_0.35,sensitivity_accuracy,1,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,6,NA,5,NA,0.6,52,90,4,4,5,NA,-0.4,46,90,4,4,5,NA,0.4,52,95,5,4,6,NA,0.8,56,80,5,5,6,NA,-0.6,46,80,5,5,5,NA,-0.2,48,90,4,4,5,NA,0,49,96,4,4,6,NA,-0.4,44,80,5,5,6,NA,0.8,56,75,5,5,6,NA,0.4,52,85,5,5,NA,NA,5,3,2,5,1,1,student amount,test score,test score,student amount,6,college,1,25,5.55,5.05,5.25,NA
EXoXAa4QsMLqnAVE9Wir1fAfnLTellhF4298aQvsVeYk09svFTzO80kfEWTugAUi,2023-11-09T18:20:12Z,2023-11-09T18:57:11Z,2023-11-09T18:57:11Z,NA,5caca36b07428a0018496776,reading_digital_vs_analog,cg,halfeye_xaxis_0.65,halfeye_yaxis_0.35,halfeye_xaxis_-0.65,halfeye_xaxis_0.5,halfeye_yaxis_-0.8,halfeye_yaxis_0.8,halfeye_xaxis_0.8,halfeye_yaxis_0.65,halfeye_xaxis_0.35,halfeye_yaxis_-0.35,halfeye_xaxis_-0.2,halfeye_yaxis_-0.5,halfeye_yaxis_-0.65,halfeye_yaxis_0.5,halfeye_yaxis_0.2,halfeye_yaxis_-0.2,halfeye_xaxis_-0.8,halfeye_xaxis_0.2,halfeye_xaxis_-0.35,halfeye_xaxis_-0.5,sensitivity_accuracy,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,1,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,3,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,3,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,3,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,3,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,3,5,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,3,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,4,5,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,2,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,5,NA,2,NA,0.2,40,90,2,5,3,NA,-0.6,55,90,2,5,2,NA,-0.4,52,80,2,5,3,NA,0.4,55,75,2,4,3,NA,0.4,50,95,2,5,3,NA,-0.4,40,95,2,5,1,NA,-0.6,30,15,2,5,2,NA,0.2,45,100,2,5,2,NA,-0.4,30,100,2,5,2,NA,-0.6,30,100,2,5,NA,NA,5,3,2,5,1,1,Number of participants,Subject knowledge ,Knowledge test score ,Number of participants ,2,NA,2,7,2.65,2.45,4.95,NA
ExO8szQmvruSd5Bt-I2zAbvEWJUb3vMm6_mj3LO2syZ7WwjB_qmcKy-0Cnc54kR7,2023-11-09T19:04:33Z,NA,NA,NA,5e6a11b646df0b0008647b87,experiment_simulation_vs_lab,eg_signaling_overlap,halfeye_xaxis_-0.5,halfeye_xaxis_-0.8,halfeye_yaxis_-0.8,halfeye_yaxis_0.5,halfeye_yaxis_0.2,halfeye_xaxis_0.2,halfeye_yaxis_-0.5,halfeye_xaxis_-0.65,halfeye_yaxis_0.35,halfeye_yaxis_0.8,halfeye_yaxis_-0.35,halfeye_yaxis_-0.65,halfeye_yaxis_-0.2,halfeye_xaxis_-0.2,halfeye_xaxis_0.35,halfeye_xaxis_0.65,halfeye_xaxis_0.8,halfeye_yaxis_0.65,halfeye_xaxis_0.5,halfeye_xaxis_-0.35,accuracy_sensitivity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F9AtlN98oFf8wjFzjtDpxv1Q24fN4_XEHfNLuLac-qJuPh8mJPOP5vA4ACh8VFJU,2023-11-15T23:55:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FA1ieb2gFht6KVY494-F9ygfAjZ-gjp_AhS1g-hYa8TwMuLu50PgS9M6GhDerrBd,2023-11-09T12:19:48Z,2023-11-09T12:40:58Z,2023-11-09T12:40:58Z,NA,58ed326e2606b600014c3b94,experiment_simulation_vs_lab,cg,halfeye_xaxis_-0.8,halfeye_yaxis_0.35,halfeye_xaxis_0.2,halfeye_yaxis_0.5,halfeye_yaxis_-0.35,halfeye_xaxis_0.35,halfeye_yaxis_0.2,halfeye_yaxis_0.65,halfeye_xaxis_-0.5,halfeye_xaxis_-0.35,halfeye_yaxis_0.8,halfeye_yaxis_-0.8,halfeye_xaxis_-0.2,halfeye_xaxis_0.8,halfeye_xaxis_0.5,halfeye_xaxis_0.65,halfeye_yaxis_-0.5,halfeye_yaxis_-0.65,halfeye_yaxis_-0.2,halfeye_xaxis_-0.65,accuracy_sensitivity,1,4,NA,-0.2,25,50,2,2,4,NA,0.2,55,90,2,2,2,NA,0.6,55,95,2,2,2,NA,0.2,55,95,2,2,3,NA,-0.2,45,95,2,3,4,NA,0.2,55,95,3,3,4,NA,0.2,52,98,3,3,4,NA,0.4,55,85,3,3,4,NA,-0.2,45,90,3,3,4,NA,0.8,45,90,3,3,NA,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,3,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,3,3,NA,NA,5,3,2,5,1,1,Number of students ,Knowledge test scores ,Knowledge test scores ,Number of students ,1,NA,"1, 2, 3, 4",11,3.7,2.75,2.8,NA
FKe-JHRczcxoBu6Kvhi_Pg9vvJtox4UT6UqIsL-XR5rAlKpXLfXBBdfDSO08PxTA,2023-11-09T18:59:37Z,2023-11-09T19:10:42Z,2023-11-09T19:10:42Z,NA,5f4da28cb7e32703261c4978,lesson_live_vs_video,eg_benchmark,halfeye_yaxis_-0.8,halfeye_yaxis_0.2,halfeye_xaxis_0.65,halfeye_yaxis_0.8,halfeye_xaxis_-0.8,halfeye_yaxis_0.65,halfeye_yaxis_0.5,halfeye_xaxis_-0.65,halfeye_xaxis_-0.35,halfeye_yaxis_0.35,halfeye_xaxis_0.8,halfeye_yaxis_-0.5,halfeye_xaxis_0.5,halfeye_yaxis_-0.65,halfeye_xaxis_-0.5,halfeye_yaxis_-0.35,halfeye_xaxis_-0.2,halfeye_xaxis_0.35,halfeye_xaxis_0.2,halfeye_yaxis_-0.2,accuracy_sensitivity,1,3,NA,-0.6,35,90,3,5,2,NA,1,55,98,2,3,1,NA,0.6,63,90,2,3,7,NA,1,80,80,2,3,3,NA,-1,15,69,3,2,6,NA,1,60,85,4,3,5,NA,1,65,85,4,3,5,NA,-1,35,75,4,3,4,NA,-0.8,45,95,3,4,2,NA,0.4,55,98,5,4,NA,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,4,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,5,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,6,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,6,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,NA,3,5,3,2,5,1,1,how many students have that score,what score the students got,what score the students got,how many students got that score,1,NA,"1, 2, 3, 4",1,4.7,4,4.1,NA
FRz4YlliBOvl7y4DEByvXHM--rgan99g6Qv4Oc-FD9ItTcvSYcN4naj8g-3Eocod,2023-11-10T17:45:41Z,2023-11-10T17:59:15Z,2023-11-10T17:59:15Z,NA,5d54e99b7add170018c5f9d7,reading_digital_vs_analog,cg,halfeye_yaxis_-0.2,halfeye_yaxis_0.2,halfeye_yaxis_-0.8,halfeye_yaxis_0.35,halfeye_yaxis_-0.5,halfeye_xaxis_0.2,halfeye_xaxis_-0.2,halfeye_xaxis_-0.8,halfeye_xaxis_-0.65,halfeye_xaxis_0.65,halfeye_yaxis_-0.35,halfeye_xaxis_0.5,halfeye_yaxis_0.5,halfeye_xaxis_-0.5,halfeye_xaxis_0.8,halfeye_yaxis_-0.65,halfeye_yaxis_0.8,halfeye_xaxis_-0.35,halfeye_yaxis_0.65,halfeye_xaxis_0.35,sensitivity_accuracy,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,3,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,3,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,2,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,2,2,NA,5,NA,-0.2,50,98,4,3,3,NA,0.2,55,90,3,2,5,NA,0.2,55,80,5,4,4,NA,-0.2,40,80,3,3,4,NA,0.4,60,75,4,3,5,NA,-0.2,40,80,4,4,5,NA,0.4,65,75,5,4,5,NA,-0.2,40,90,4,3,5,NA,0.2,60,80,4,4,4,NA,0.2,55,90,4,4,NA,NA,5,3,2,5,1,1,nothing,test score,test score,"probability (same as prior - not nothing, sorry!)",6,university,3,4,4,3.7,2.95,NA
FTsIHgGbVYeAZHrR-59aaYQ2dznu4aZOPoheD7Dei5Mn-jiQZrdeEwDmGFHfXrM1,2023-11-09T17:17:01Z,2023-11-09T17:30:14Z,2023-11-09T17:30:14Z,NA,5d61b636d989a4001a236c0e,reading_digital_vs_analog,eg_signaling_overlap,halfeye_xaxis_0.5,halfeye_xaxis_-0.35,halfeye_xaxis_0.35,halfeye_xaxis_-0.65,halfeye_xaxis_0.65,halfeye_xaxis_-0.8,halfeye_yaxis_0.2,halfeye_yaxis_0.8,halfeye_yaxis_0.35,halfeye_yaxis_0.65,halfeye_yaxis_-0.8,halfeye_xaxis_-0.2,halfeye_yaxis_-0.65,halfeye_yaxis_0.5,halfeye_xaxis_0.2,halfeye_yaxis_-0.5,halfeye_xaxis_-0.5,halfeye_yaxis_-0.2,halfeye_yaxis_-0.35,halfeye_xaxis_0.8,sensitivity_accuracy,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,2,2,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,1,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,2,2,NA,3,NA,-0.4,35,70,1,1,2,NA,-0.2,40,95,1,1,2,NA,-0.2,40,75,2,2,2,NA,0.2,60,80,2,2,2,NA,0.2,55,95,2,2,2,NA,-0.2,40,75,2,2,2,NA,-0.4,40,80,2,2,2,NA,-0.2,45,95,2,2,2,NA,-0.2,45,90,2,2,2,NA,0.4,60,70,2,2,4,NA,5,3,2,5,1,1,number of students,score,score,number of students,2,NA,1,30,2,1.75,1.75,NA
FkBR1iHv0k_Euf8OK559IXoj9NB8Sa52prN4_TY8zcUe9T3O2ztz4_vG28f5pNgq,2023-11-09T13:40:05Z,2023-11-09T14:02:40Z,2023-11-09T14:02:40Z,NA,5f2ba1a728fa8b62a35ed356,experiment_simulation_vs_lab,eg_signaling_u3,halfeye_xaxis_-0.8,halfeye_yaxis_-0.35,halfeye_yaxis_0.2,halfeye_yaxis_0.5,halfeye_xaxis_-0.35,halfeye_yaxis_0.8,halfeye_xaxis_-0.2,halfeye_xaxis_0.2,halfeye_yaxis_0.65,halfeye_xaxis_0.35,halfeye_xaxis_0.65,halfeye_yaxis_0.35,halfeye_xaxis_-0.65,halfeye_yaxis_-0.8,halfeye_xaxis_0.5,halfeye_xaxis_-0.5,halfeye_yaxis_-0.2,halfeye_xaxis_0.8,halfeye_yaxis_-0.5,halfeye_yaxis_-0.65,sensitivity_accuracy,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,2,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,6,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,4,5,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,7,7,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,6,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,NA,NA,NA,5,5,1,4,NA,0.2,70,20,5,6,6,NA,0.2,10,45,6,6,4,NA,-0.2,15,40,5,5,6,NA,-0.2,10,50,6,5,4,NA,0.2,15,45,6,6,5,NA,-0.2,15,40,4,5,6,NA,0.2,7,58,6,6,6,NA,0.4,20,35,7,7,6,NA,-0.2,5,65,6,5,6,NA,-0.2,10,55,6,5,4,NA,5,3,2,5,1,1,number of students,test score,test score,number of students,6,language school,2,5,5.1,5.35,5.7,NA
FyZBeCS7LEogntO2z-RLz5k5HG5f7besG5XNPlabIKAOTrSjfA11YJpOGDN7l94e,2023-11-10T17:23:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
G2a071FWySzv_2XL4WP2Pn5vXjzhRTZap893cX5v3DKCnk13uZIGJcr4QCoN2BTT,2023-11-09T14:14:28Z,2023-11-09T15:09:41Z,2023-11-09T15:09:41Z,NA,576b44b2811f2500014b2c72,reading_digital_vs_analog,eg_signaling_u3,halfeye_xaxis_-0.5,halfeye_yaxis_0.5,halfeye_xaxis_0.35,halfeye_xaxis_0.8,halfeye_yaxis_-0.5,halfeye_yaxis_0.2,halfeye_yaxis_0.65,halfeye_yaxis_0.8,halfeye_xaxis_-0.2,halfeye_yaxis_-0.65,halfeye_xaxis_0.65,halfeye_xaxis_-0.65,halfeye_yaxis_0.35,halfeye_xaxis_-0.35,halfeye_xaxis_0.2,halfeye_xaxis_0.5,halfeye_xaxis_-0.8,halfeye_yaxis_-0.35,halfeye_yaxis_-0.2,halfeye_yaxis_-0.8,sensitivity_accuracy,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,6,7,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,7,7,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,6,7,1,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,7,7,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,NA,NA,NA,7,7,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,5,6,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,NA,NA,NA,7,7,NA,7,NA,1,63,50,7,7,4,NA,-1,60,51,7,7,6,NA,0.6,45,53,7,7,6,NA,1,70,50,7,7,6,NA,0.6,41,44,7,7,6,NA,0.8,53,51,7,7,6,NA,-0.4,55,50,7,7,7,NA,-0.6,60,55,7,7,7,NA,0,51,48,7,7,7,NA,-0.4,60,50,7,7,5,NA,5,3,2,5,1,1,The number of students in the group,The test scores,Test scores,The number of students,1,NA,2,3,5.6,6.8,6.95,NA
